task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
695	05/4636cc	14179	igblast (692)	CACHED	0	2023-02-11 19:15:56.671	19.6s	18.1s	47.7%	79.1 MB	2.1 GB	17.3 MB	10.1 KB
689	07/35c291	7678	igblast (686)	CACHED	0	2023-02-11 19:15:49.975	18.4s	17s	48.5%	79.2 MB	2.1 GB	17.3 MB	10.2 KB
693	2f/ced2c1	12545	igblast (690)	CACHED	0	2023-02-11 19:15:54.785	18.5s	17s	49.5%	78.8 MB	2.1 GB	17.3 MB	10.2 KB
691	a4/e95f2a	11644	igblast (688)	CACHED	0	2023-02-11 19:15:53.968	19s	17.5s	47.5%	79.3 MB	2.1 GB	17.3 MB	10 KB
698	e5/6c2d56	15893	igblast (695)	CACHED	0	2023-02-11 19:15:58.278	8.3s	6.8s	20.5%	51.3 MB	87.4 MB	7.8 MB	8.8 KB
697	9b/304cf0	15449	igblast (694)	CACHED	0	2023-02-11 19:15:57.927	19.3s	17.8s	49.2%	78.8 MB	2.1 GB	17.3 MB	10.1 KB
700	be/92510d	18066	igblast (697)	CACHED	0	2023-02-11 19:16:00.498	8.8s	7.3s	19.0%	48.9 MB	87.4 MB	7.8 MB	8.7 KB
699	6a/4f6a25	16225	igblast (696)	CACHED	0	2023-02-11 19:15:58.774	19.1s	17.6s	50.2%	78.7 MB	2.1 GB	17.3 MB	10.1 KB
701	8f/d6220a	18449	igblast (698)	CACHED	0	2023-02-11 19:16:01.298	20.2s	18.8s	49.6%	79.4 MB	2.1 GB	17.3 MB	10.1 KB
702	9a/5a03ba	20476	igblast (699)	CACHED	0	2023-02-11 19:16:03.143	9.1s	7.4s	18.7%	46.7 MB	87.4 MB	7.8 MB	8.9 KB
704	cb/8634bc	20911	igblast (701)	CACHED	0	2023-02-11 19:16:03.764	9s	7.6s	18.7%	48.9 MB	87.4 MB	7.8 MB	8.7 KB
703	9c/f674f2	20707	igblast (700)	CACHED	0	2023-02-11 19:16:03.423	19.5s	18s	49.8%	79.2 MB	2.1 GB	17.3 MB	10.2 KB
708	d8/06a53b	24070	igblast (705)	CACHED	0	2023-02-11 19:16:06.565	8.9s	7.5s	19.1%	47 MB	87.4 MB	7.8 MB	8.7 KB
714	2a/42ad96	30618	igblast (711)	CACHED	0	2023-02-11 19:16:12.946	9s	7.5s	19.6%	63.9 MB	890 MB	7.8 MB	8.7 KB
712	1b/863d2f	29914	igblast (709)	CACHED	0	2023-02-11 19:16:12.215	9.1s	7.6s	19.7%	46.8 MB	87.4 MB	7.8 MB	8.7 KB
711	d9/9486c1	26959	igblast (708)	CACHED	0	2023-02-11 19:16:09.271	18.9s	17.4s	48.6%	79.1 MB	2.1 GB	17.3 MB	10 KB
706	1a/953830	22148	igblast (703)	CACHED	0	2023-02-11 19:16:04.979	9s	7.5s	19.7%	49 MB	87.4 MB	7.8 MB	8.8 KB
710	27/d736eb	25771	igblast (707)	CACHED	0	2023-02-11 19:16:08.428	9s	7.5s	19.6%	49 MB	87.4 MB	7.8 MB	8.8 KB
707	79/b3eb26	22914	igblast (704)	CACHED	0	2023-02-11 19:16:05.439	19.2s	17.7s	49.8%	79.5 MB	2.1 GB	17.3 MB	10 KB
709	e1/65944e	24181	igblast (706)	CACHED	0	2023-02-11 19:16:06.670	19.6s	18.2s	48.3%	79.2 MB	2.1 GB	17.3 MB	10.1 KB
705	61/fc29b0	22812	igblast (702)	CACHED	0	2023-02-11 19:16:05.338	19.6s	18.1s	48.7%	79.1 MB	2.1 GB	17.3 MB	10.1 KB
713	a4/780496	30541	igblast (710)	CACHED	0	2023-02-11 19:16:12.754	19s	17.4s	49.4%	78.8 MB	2.1 GB	17.3 MB	10.1 KB
716	b9/f3830e	31713	igblast (713)	CACHED	0	2023-02-11 19:16:13.946	8.6s	7.2s	20.3%	48.9 MB	87.4 MB	7.8 MB	8.7 KB
715	58/7b23fa	30926	igblast (712)	CACHED	0	2023-02-11 19:16:13.283	19.5s	18s	49.0%	78.8 MB	2.1 GB	17.3 MB	10.1 KB
717	fb/21f762	496	igblast (714)	CACHED	0	2023-02-11 19:16:15.518	19s	17.5s	51.2%	79.2 MB	2.1 GB	17.3 MB	10.1 KB
720	8a/f6e8da	2612	igblast (717)	CACHED	0	2023-02-11 19:16:17.427	8.5s	7.1s	20.0%	51.3 MB	87.4 MB	7.8 MB	8.8 KB
719	16/9f0b52	2333	igblast (716)	CACHED	0	2023-02-11 19:16:17.266	19.3s	17.8s	50.7%	79.2 MB	2.1 GB	17.3 MB	10.1 KB
718	ba/88327d	1408	igblast (715)	CACHED	0	2023-02-11 19:16:16.326	8.8s	7.3s	19.6%	49.1 MB	87.4 MB	7.8 MB	8.6 KB
730	0c/c8b6ff	10289	igblast (727)	CACHED	0	2023-02-11 19:16:25.163	8.8s	7.4s	19.6%	46.9 MB	87.4 MB	7.8 MB	8.8 KB
728	9d/351155	9787	igblast (725)	CACHED	0	2023-02-11 19:16:24.979	9.6s	8.1s	18.5%	44.8 MB	87.4 MB	7.8 MB	8.9 KB
724	f7/e6b11c	7602	igblast (721)	CACHED	0	2023-02-11 19:16:22.594	9s	7.6s	20.4%	51.5 MB	87.4 MB	7.8 MB	8.4 KB
722	6f/b0cd63	6449	igblast (719)	CACHED	0	2023-02-11 19:16:21.341	9s	7.4s	19.7%	51.4 MB	87.4 MB	7.8 MB	8.7 KB
726	11/e78cab	7887	igblast (723)	CACHED	0	2023-02-11 19:16:22.911	8.5s	7.1s	20.4%	51.3 MB	87.4 MB	7.8 MB	8.5 KB
725	0c/b3f9c7	7002	igblast (722)	CACHED	0	2023-02-11 19:16:21.999	19.2s	17.7s	49.4%	79.5 MB	2.1 GB	17.3 MB	10.1 KB
727	a5/20d81f	9622	igblast (724)	CACHED	0	2023-02-11 19:16:24.641	19.1s	17.6s	48.4%	79.3 MB	2.1 GB	17.3 MB	10.3 KB
721	4c/56dc15	3040	igblast (718)	CACHED	0	2023-02-11 19:16:17.869	19.5s	18s	50.0%	78.9 MB	2.1 GB	17.3 MB	10.1 KB
729	a8/3c8add	10940	igblast (726)	CACHED	0	2023-02-11 19:16:25.958	19.6s	18.2s	48.3%	79.5 MB	2.1 GB	17.3 MB	10.2 KB
723	c7/2c88c3	6527	igblast (720)	CACHED	0	2023-02-11 19:16:21.515	19.5s	17.9s	48.4%	78.8 MB	2.1 GB	17.3 MB	10.1 KB
732	e5/892211	13188	igblast (729)	CACHED	0	2023-02-11 19:16:28.189	9s	7.6s	19.9%	63.6 MB	762 MB	7.8 MB	8.9 KB
733	69/4b3afd	16552	igblast (730)	CACHED	0	2023-02-11 19:16:31.425	20.6s	18.9s	50.9%	79.2 MB	2.1 GB	17.3 MB	10.1 KB
731	59/58d1bf	11483	igblast (728)	CACHED	0	2023-02-11 19:16:26.305	19.9s	18.4s	48.5%	79.3 MB	2.1 GB	17.3 MB	10.1 KB
735	a8/6a121f	16733	igblast (732)	CACHED	0	2023-02-11 19:16:31.597	20.6s	18.8s	50.2%	79.4 MB	2.1 GB	17.3 MB	10.1 KB
734	08/d5f65b	15507	igblast (731)	CACHED	0	2023-02-11 19:16:30.321	9.1s	7.5s	19.0%	51.4 MB	87.4 MB	7.8 MB	8.7 KB
736	85/5da7e0	16842	igblast (733)	CACHED	0	2023-02-11 19:16:31.801	9.1s	7.4s	19.5%	51.5 MB	87.4 MB	7.8 MB	8.8 KB
744	bd/666afd	24397	igblast (741)	CACHED	0	2023-02-11 19:16:39.487	9.2s	7.8s	19.7%	58.1 MB	87.6 MB	7.8 MB	8.6 KB
738	dd/c35944	18834	igblast (735)	CACHED	0	2023-02-11 19:16:34.022	8.4s	6.9s	19.7%	48.9 MB	87.4 MB	7.8 MB	8.6 KB
746	8a/2040db	26056	igblast (743)	CACHED	0	2023-02-11 19:16:41.001	9.2s	7.7s	19.9%	58.5 MB	87.5 MB	7.8 MB	8.9 KB
742	77/dae30a	19749	igblast (739)	CACHED	0	2023-02-11 19:16:34.643	8.5s	7.1s	19.8%	49.1 MB	87.4 MB	7.8 MB	8.7 KB
740	24/8d3e93	21410	igblast (737)	CACHED	0	2023-02-11 19:16:36.577	10s	8.5s	18.6%	49 MB	87.4 MB	7.8 MB	8.9 KB
743	38/62562f	22359	igblast (740)	CACHED	0	2023-02-11 19:16:37.357	20.5s	19s	47.4%	79.2 MB	2.1 GB	17.3 MB	10.1 KB
745	01/03c817	25900	igblast (742)	CACHED	0	2023-02-11 19:16:40.889	19.9s	18.3s	48.3%	79 MB	2.1 GB	17.3 MB	10.1 KB
741	65/6e10d2	22215	igblast (738)	CACHED	0	2023-02-11 19:16:37.255	20.1s	18.5s	48.2%	79.2 MB	2.1 GB	17.3 MB	10.2 KB
737	ec/95f126	17825	igblast (734)	CACHED	0	2023-02-11 19:16:32.826	19.7s	18.2s	52.1%	79.4 MB	2.1 GB	17.3 MB	10.1 KB
739	78/76aa1c	19568	igblast (736)	CACHED	0	2023-02-11 19:16:34.517	20s	18.5s	49.5%	79.6 MB	2.1 GB	17.3 MB	10 KB
748	42/297416	27323	igblast (745)	CACHED	0	2023-02-11 19:16:42.421	9.9s	8.4s	19.1%	44.7 MB	87.4 MB	7.8 MB	8.9 KB
747	f0/7fff9c	26186	igblast (744)	CACHED	0	2023-02-11 19:16:41.196	20.4s	18.6s	48.6%	79 MB	2.1 GB	17.3 MB	10.1 KB
749	1d/24aafc	28116	igblast (746)	CACHED	0	2023-02-11 19:16:43.182	19.9s	18.3s	48.4%	79.1 MB	2.1 GB	17.3 MB	10.3 KB
750	d9/ae8fca	28740	igblast (747)	CACHED	0	2023-02-11 19:16:43.787	9s	7.4s	20.6%	63.8 MB	698 MB	7.8 MB	8.8 KB
751	1e/5729f5	30621	igblast (748)	CACHED	0	2023-02-11 19:16:45.615	19.2s	17.6s	48.5%	78.9 MB	2.1 GB	17.3 MB	10.1 KB
752	63/af660c	31421	igblast (749)	CACHED	0	2023-02-11 19:16:46.224	9.2s	7.7s	20.2%	46.7 MB	87.4 MB	7.8 MB	8.7 KB
760	46/9555a5	5350	igblast (757)	CACHED	0	2023-02-11 19:16:52.769	8.4s	7s	20.7%	51.3 MB	87.4 MB	7.8 MB	8.6 KB
756	f4/18186c	4557	igblast (753)	CACHED	0	2023-02-11 19:16:52.076	9.3s	7.7s	20.0%	51.2 MB	87.4 MB	7.8 MB	8.8 KB
758	76/772636	4988	igblast (755)	CACHED	0	2023-02-11 19:16:52.527	9s	7.3s	20.4%	51.3 MB	87.4 MB	7.8 MB	8.7 KB
754	0a/15611a	1116	igblast (751)	CACHED	0	2023-02-11 19:16:48.748	9s	7.5s	19.6%	51.6 MB	87.4 MB	7.8 MB	8.8 KB
755	05/4147be	2550	igblast (752)	CACHED	0	2023-02-11 19:16:50.197	18.4s	16.9s	49.8%	78.7 MB	2.1 GB	17.3 MB	10.1 KB
762	52/f72ade	7845	igblast (759)	CACHED	0	2023-02-11 19:16:55.460	8.6s	7.1s	19.7%	51.2 MB	87.4 MB	7.8 MB	8.8 KB
757	21/3e3245	4615	igblast (754)	CACHED	0	2023-02-11 19:16:52.181	18.6s	17.1s	49.4%	78.9 MB	2.1 GB	17.3 MB	10 KB
753	ec/e44e95	31741	igblast (750)	CACHED	0	2023-02-11 19:16:46.555	19.2s	17.6s	49.0%	79.2 MB	2.1 GB	17.3 MB	10.1 KB
761	a8/251360	6673	igblast (758)	CACHED	0	2023-02-11 19:16:54.485	18.9s	17.4s	48.2%	78.8 MB	2.1 GB	17.3 MB	10.1 KB
759	32/4f9a13	4798	igblast (756)	CACHED	0	2023-02-11 19:16:52.384	18.8s	17.4s	48.7%	79.2 MB	2.1 GB	17.3 MB	10.1 KB
764	6e/63db38	10040	igblast (761)	CACHED	0	2023-02-11 19:16:57.766	8.3s	6.8s	20.9%	51.3 MB	87.4 MB	7.8 MB	8.7 KB
763	06/6b38f3	9651	igblast (760)	CACHED	0	2023-02-11 19:16:57.366	18.3s	16.8s	50.1%	78.9 MB	2.1 GB	17.3 MB	10.2 KB
765	28/e8163b	10121	igblast (762)	CACHED	0	2023-02-11 19:16:57.875	19s	17.6s	48.2%	78.9 MB	2.1 GB	17.3 MB	10.1 KB
766	e4/a03b02	13131	igblast (763)	CACHED	0	2023-02-11 19:17:00.802	9s	7.6s	19.2%	49.1 MB	87.4 MB	7.8 MB	8.9 KB
767	40/f75c36	13616	igblast (764)	CACHED	0	2023-02-11 19:17:01.215	19.3s	17.9s	51.1%	79 MB	2.1 GB	17.3 MB	10.2 KB
768	22/023ed0	13863	igblast (765)	CACHED	0	2023-02-11 19:17:01.509	8.8s	7.3s	19.8%	49 MB	87.4 MB	7.8 MB	8.8 KB
776	8b/96a20f	20637	igblast (773)	CACHED	0	2023-02-11 19:17:08.607	9s	7.4s	19.2%	48.8 MB	87.4 MB	7.8 MB	8.6 KB
775	8b/7212bf	18142	igblast (772)	CACHED	0	2023-02-11 19:17:05.739	19.8s	18.3s	49.5%	79.4 MB	2.1 GB	17.3 MB	10.2 KB
770	20/6a69a6	13779	igblast (767)	CACHED	0	2023-02-11 19:17:01.424	8.7s	7.3s	20.0%	65.4 MB	762 MB	7.8 MB	8.4 KB
772	91/ee966c	16340	igblast (769)	CACHED	0	2023-02-11 19:17:04.033	8.7s	7.3s	19.3%	48.9 MB	87.4 MB	7.8 MB	8.8 KB
774	b6/c868de	18363	igblast (771)	CACHED	0	2023-02-11 19:17:06.067	9.2s	7.9s	19.0%	48.9 MB	87.4 MB	7.8 MB	8.6 KB
771	dd/428d5d	15383	igblast (768)	CACHED	0	2023-02-11 19:17:03.127	19.6s	18.2s	50.4%	79.1 MB	2.1 GB	17.3 MB	10.3 KB
773	5e/39f764	17132	igblast (770)	CACHED	0	2023-02-11 19:17:04.867	19.8s	18.4s	49.3%	79.1 MB	2.1 GB	17.3 MB	10.1 KB
777	6f/a36852	22022	igblast (774)	CACHED	0	2023-02-11 19:17:09.807	21.3s	19.8s	45.8%	79.4 MB	2.1 GB	17.3 MB	10.1 KB
769	10/31dc30	13985	igblast (766)	CACHED	0	2023-02-11 19:17:01.597	19.9s	18.6s	49.7%	79.3 MB	2.1 GB	17.3 MB	10.3 KB
778	97/4700c9	22542	igblast (775)	CACHED	0	2023-02-11 19:17:10.189	9s	7.6s	19.8%	49.2 MB	87.4 MB	7.8 MB	8.8 KB
780	cc/8a4488	22903	igblast (777)	CACHED	0	2023-02-11 19:17:10.785	9.6s	8.2s	19.4%	65.6 MB	762 MB	7.8 MB	8.7 KB
779	70/ed72bd	22733	igblast (776)	CACHED	0	2023-02-11 19:17:10.314	20.2s	18.8s	48.0%	79.2 MB	2.1 GB	17.3 MB	10.2 KB
781	d9/cf87fe	23563	igblast (778)	CACHED	0	2023-02-11 19:17:11.251	20.3s	18.9s	47.3%	79.2 MB	2.1 GB	17.3 MB	10 KB
783	d6/86294b	25342	igblast (780)	CACHED	0	2023-02-11 19:17:13.407	20.2s	18.8s	46.3%	79.2 MB	2.1 GB	17.3 MB	10.1 KB
782	2b/fbf86e	24906	igblast (779)	CACHED	0	2023-02-11 19:17:12.799	8.9s	7.4s	20.2%	49.3 MB	87.4 MB	7.8 MB	8.7 KB
784	a5/e33910	27360	igblast (781)	CACHED	0	2023-02-11 19:17:15.328	9.2s	7.6s	20.0%	44.9 MB	87.4 MB	7.8 MB	8.9 KB
788	43/0f1556	31164	igblast (785)	CACHED	0	2023-02-11 19:17:19.249	9.2s	7.6s	19.0%	45 MB	87.4 MB	7.8 MB	8.7 KB
790	30/645a81	32404	igblast (787)	CACHED	0	2023-02-11 19:17:20.510	8.8s	7.3s	19.9%	65.6 MB	762 MB	7.8 MB	8.9 KB
786	44/8f8fbe	28733	igblast (783)	CACHED	0	2023-02-11 19:17:16.879	8.9s	7.4s	19.9%	44.8 MB	87.4 MB	7.8 MB	8.6 KB
792	03/8e5667	1014	igblast (789)	CACHED	0	2023-02-11 19:17:21.666	9.3s	7.7s	19.2%	63.7 MB	764.3 MB	7.8 MB	8.7 KB
794	61/c27ea9	3623	igblast (791)	CACHED	0	2023-02-11 19:17:24.536	8.8s	7.2s	19.7%	48.8 MB	87.4 MB	7.8 MB	8.9 KB
787	fe/001874	29640	igblast (784)	CACHED	0	2023-02-11 19:17:17.602	19.6s	18s	47.4%	78.8 MB	2.1 GB	17.3 MB	10 KB
789	49/283222	32358	igblast (786)	CACHED	0	2023-02-11 19:17:20.401	20.4s	18.7s	48.1%	79.1 MB	2.1 GB	17.3 MB	10 KB
785	b1/daef8b	27595	igblast (782)	CACHED	0	2023-02-11 19:17:15.661	20.4s	18.8s	46.7%	79 MB	2.1 GB	17.3 MB	10.1 KB
791	dd/491fb8	956	igblast (788)	CACHED	0	2023-02-11 19:17:21.556	19.6s	18s	49.4%	79.3 MB	2.1 GB	17.3 MB	10.1 KB
793	b0/1d90cd	2110	igblast (790)	CACHED	0	2023-02-11 19:17:22.781	19.1s	17.6s	49.8%	79.2 MB	2.1 GB	17.3 MB	10 KB
796	43/6f808a	5032	igblast (793)	CACHED	0	2023-02-11 19:17:25.584	8.4s	6.7s	21.2%	48.8 MB	87.4 MB	7.8 MB	8.9 KB
795	3d/e02e51	4056	igblast (792)	CACHED	0	2023-02-11 19:17:24.727	19.6s	18.1s	48.0%	78.9 MB	2.1 GB	17.3 MB	10.2 KB
797	d0/fe725f	5290	igblast (794)	CACHED	0	2023-02-11 19:17:25.832	19.2s	17.7s	48.3%	78.8 MB	2.1 GB	17.3 MB	10 KB
798	a0/e9bed0	7811	igblast (795)	CACHED	0	2023-02-11 19:17:28.498	8.6s	7.2s	19.9%	49.1 MB	87.4 MB	7.8 MB	8.6 KB
799	b5/fd6c19	8539	igblast (796)	CACHED	0	2023-02-11 19:17:29.348	18.9s	17.5s	49.0%	79.2 MB	2.1 GB	17.3 MB	10.1 KB
800	91/c0cccf	9773	igblast (797)	CACHED	0	2023-02-11 19:17:30.568	9.5s	7.8s	19.5%	49.1 MB	87.4 MB	7.8 MB	8.5 KB
814	75/078d75	21291	igblast (811)	CACHED	0	2023-02-11 19:17:41.937	8.9s	7.3s	19.5%	49 MB	87.4 MB	7.8 MB	8.7 KB
810	b8/844a47	19405	igblast (807)	CACHED	0	2023-02-11 19:17:40.048	8.8s	7.3s	19.7%	48.8 MB	87.4 MB	7.8 MB	8.7 KB
808	58/898e66	16705	igblast (805)	CACHED	0	2023-02-11 19:17:37.116	8.6s	7.1s	20.4%	48.9 MB	87.4 MB	7.8 MB	8.4 KB
804	36/c43933	12645	igblast (801)	CACHED	0	2023-02-11 19:17:33.357	8.7s	7.1s	19.7%	49 MB	87.4 MB	7.8 MB	8.8 KB
803	d4/190e48	10829	igblast (800)	CACHED	0	2023-02-11 19:17:31.553	18.9s	17.5s	50.2%	79 MB	2.1 GB	17.3 MB	10 KB
811	5a/7e977a	20218	igblast (808)	CACHED	0	2023-02-11 19:17:40.801	20.1s	18.6s	49.0%	79.2 MB	2.1 GB	17.3 MB	10.2 KB
806	ec/e1a5c3	13299	igblast (803)	CACHED	0	2023-02-11 19:17:33.997	8.4s	6.9s	20.7%	51.3 MB	87.4 MB	7.8 MB	8.7 KB
816	83/56fc86	21720	igblast (813)	CACHED	0	2023-02-11 19:17:42.364	9.1s	7.6s	19.2%	46.7 MB	87.4 MB	7.8 MB	8.8 KB
802	8c/a05d9c	10528	igblast (799)	CACHED	0	2023-02-11 19:17:31.103	9s	7.5s	19.9%	49.2 MB	87.4 MB	7.8 MB	8.6 KB
812	22/6cf913	20606	igblast (809)	CACHED	0	2023-02-11 19:17:41.165	9.5s	8.1s	18.6%	49 MB	87.4 MB	7.8 MB	8.8 KB
813	65/ce0f16	19448	igblast (810)	CACHED	0	2023-02-11 19:17:40.140	19.2s	17.6s	49.9%	78.9 MB	2.1 GB	17.3 MB	10.2 KB
809	9a/a67566	16829	igblast (806)	CACHED	0	2023-02-11 19:17:37.223	19s	17.5s	49.0%	79 MB	2.1 GB	17.3 MB	10.1 KB
807	b4/0764e8	15616	igblast (804)	CACHED	0	2023-02-11 19:17:36.091	19.4s	17.9s	47.6%	78.8 MB	2.1 GB	17.3 MB	10.1 KB
801	21/9d075e	10306	igblast (798)	CACHED	0	2023-02-11 19:17:30.987	19.6s	18s	48.5%	79 MB	2.1 GB	17.3 MB	10.4 KB
815	8a/7205a0	21440	igblast (812)	CACHED	0	2023-02-11 19:17:42.061	19.4s	17.9s	48.9%	78.7 MB	2.1 GB	17.3 MB	10.2 KB
805	b5/74097b	13206	igblast (802)	CACHED	0	2023-02-11 19:17:33.666	18.8s	17.2s	49.6%	79 MB	2.1 GB	17.3 MB	10.1 KB
828	b2/832e46	1759	igblast (825)	CACHED	0	2023-02-11 19:17:55.513	9.5s	8s	19.1%	64.1 MB	766.3 MB	7.8 MB	8.8 KB
826	15/728f80	30452	igblast (823)	CACHED	0	2023-02-11 19:17:51.438	9.6s	8.1s	18.8%	63.9 MB	828.3 MB	7.8 MB	8.8 KB
830	f0/721fa5	3588	igblast (827)	CACHED	0	2023-02-11 19:17:57.194	8.9s	7.5s	19.2%	44.7 MB	87.4 MB	7.8 MB	8.6 KB
824	21/6e51e5	27854	igblast (821)	CACHED	0	2023-02-11 19:17:48.859	8.4s	7s	20.1%	48.9 MB	87.4 MB	7.8 MB	8.4 KB
818	6e/ce1253	27339	igblast (815)	CACHED	0	2023-02-11 19:17:48.313	8.9s	7.4s	19.5%	49.2 MB	87.4 MB	7.8 MB	8.7 KB
822	3d/bc2939	29725	igblast (819)	CACHED	0	2023-02-11 19:17:50.661	9.3s	7.7s	19.8%	49.2 MB	87.4 MB	7.8 MB	8.7 KB
820	1d/e405d2	29526	igblast (817)	CACHED	0	2023-02-11 19:17:50.479	8.7s	7.2s	20.0%	46.8 MB	87.4 MB	7.8 MB	8.7 KB
821	f8/0b3665	24133	igblast (818)	CACHED	0	2023-02-11 19:17:45.056	19.5s	18s	49.8%	79.2 MB	2.1 GB	17.3 MB	10.1 KB
832	07/ad261c	5569	igblast (829)	CACHED	0	2023-02-11 19:17:59.249	9.6s	8s	18.4%	58.1 MB	87.6 MB	7.8 MB	8.6 KB
819	15/2ba497	24963	igblast (816)	CACHED	0	2023-02-11 19:17:45.753	20.2s	18.8s	48.5%	80.1 MB	2.1 GB	17.3 MB	10.2 KB
823	b4/00686e	29827	igblast (820)	CACHED	0	2023-02-11 19:17:50.812	19.1s	17.7s	48.8%	79.4 MB	2.1 GB	17.3 MB	10.1 KB
827	d6/80f296	31356	igblast (824)	CACHED	0	2023-02-11 19:17:52.443	19.4s	18s	48.1%	79 MB	2.1 GB	17.3 MB	10.2 KB
817	3b/fefb98	23578	igblast (814)	CACHED	0	2023-02-11 19:17:44.357	19.4s	17.9s	49.7%	79.1 MB	2.1 GB	17.3 MB	10 KB
831	12/655d12	3719	igblast (828)	CACHED	0	2023-02-11 19:17:57.300	19.4s	18s	47.0%	79.2 MB	2.1 GB	17.3 MB	10.3 KB
825	d4/f5d14d	29610	igblast (822)	CACHED	0	2023-02-11 19:17:50.578	20.1s	18.5s	47.8%	79.4 MB	2.1 GB	17.3 MB	10.2 KB
829	23/bf0ea5	2694	igblast (826)	CACHED	0	2023-02-11 19:17:56.239	19.5s	18.1s	47.0%	79.2 MB	2.1 GB	17.3 MB	10.1 KB
844	81/b432a8	16020	igblast (841)	CACHED	0	2023-02-11 19:18:09.971	7.1s	5.6s	25.3%	51.2 MB	87.4 MB	7.8 MB	8.6 KB
836	ed/baea0a	7434	igblast (833)	CACHED	0	2023-02-11 19:18:01.026	9.5s	7.9s	18.9%	58.4 MB	87.6 MB	7.8 MB	8.7 KB
834	c4/5e59ec	6399	igblast (831)	CACHED	0	2023-02-11 19:17:59.951	10.2s	8.7s	17.6%	44.7 MB	87.4 MB	7.8 MB	8.7 KB
840	56/0218c9	11173	igblast (837)	CACHED	0	2023-02-11 19:18:05.033	9.1s	7.6s	19.0%	46.7 MB	87.4 MB	7.8 MB	8.4 KB
838	8e/15305c	9698	igblast (835)	CACHED	0	2023-02-11 19:18:03.794	9.5s	7.9s	18.6%	65.5 MB	826 MB	7.8 MB	8.8 KB
833	81/5c4af6	5882	igblast (830)	CACHED	0	2023-02-11 19:17:59.376	19.4s	17.9s	45.0%	79 MB	2.1 GB	17.3 MB	10.3 KB
842	e9/a62975	12388	igblast (839)	CACHED	0	2023-02-11 19:18:06.115	8.4s	6.9s	20.9%	46.7 MB	87.4 MB	7.8 MB	8.6 KB
837	10/53aadc	7635	igblast (834)	CACHED	0	2023-02-11 19:18:01.469	18.5s	17.1s	46.3%	79 MB	2.1 GB	17.3 MB	10.2 KB
835	16/bcf28a	7364	igblast (832)	CACHED	0	2023-02-11 19:18:00.916	18.9s	17.4s	45.8%	79.1 MB	2.1 GB	17.3 MB	10 KB
841	e8/a96aab	12245	igblast (838)	CACHED	0	2023-02-11 19:18:05.987	15.6s	14.1s	47.2%	79.2 MB	2.1 GB	17.3 MB	10.1 KB
839	90/7337ef	10814	igblast (836)	CACHED	0	2023-02-11 19:18:04.577	17s	15.4s	46.1%	78.9 MB	2.1 GB	17.3 MB	10.2 KB
845	18/373e62	16313	igblast (842)	CACHED	0	2023-02-11 19:18:10.194	13.6s	12.2s	58.0%	79.3 MB	2.1 GB	17.3 MB	10.3 KB
843	fa/0ad153	14728	igblast (840)	CACHED	0	2023-02-11 19:18:08.870	14.7s	13.2s	54.9%	79.3 MB	2.1 GB	17.3 MB	10.2 KB
846	4f/3b97cc	22911	parseDb_filtering (1)	CACHED	0	2023-02-11 19:18:33.210	1.8s	1.2s	43.6%	7.9 MB	14.4 MB	9.9 MB	1.3 MB
847	5f/c247a1	23123	clone_assignment (1)	CACHED	0	2023-02-11 19:18:35.065	7.8s	7.2s	104.1%	110.9 MB	2.2 GB	21.1 MB	2.8 MB
848	44/4cbf5b	23818	split_by_clones (1)	CACHED	0	2023-02-11 19:18:42.873	918ms	392ms	19.9%	6.6 MB	10.2 MB	2.2 MB	2.2 MB
856	9e/92417e	24067	closest_germline (8)	CACHED	0	2023-02-11 19:18:43.982	17.7s	16.4s	59.1%	77.7 MB	2.1 GB	12.8 MB	9.4 KB
853	9e/72ef84	23983	closest_germline (5)	CACHED	0	2023-02-11 19:18:43.929	16.5s	15.6s	60.8%	77.9 MB	2.1 GB	12.8 MB	15.7 KB
849	96/451328	24034	closest_germline (1)	CACHED	0	2023-02-11 19:18:43.965	18s	16.8s	59.0%	77.8 MB	2.1 GB	12.8 MB	9.4 KB
862	98/fa332b	24098	closest_germline (14)	CACHED	0	2023-02-11 19:18:44.004	18.3s	17s	59.5%	77.9 MB	2.1 GB	12.8 MB	15.9 KB
850	13/c906a1	23977	closest_germline (2)	CACHED	0	2023-02-11 19:18:43.914	17s	16s	59.8%	77.3 MB	2.1 GB	12.9 MB	28.4 KB
864	c6/227f17	24387	closest_germline (16)	CACHED	0	2023-02-11 19:18:44.140	19.4s	17.3s	58.6%	77.8 MB	2.1 GB	12.8 MB	9.4 KB
863	9d/4ae1fe	24005	closest_germline (15)	CACHED	0	2023-02-11 19:18:43.947	16.8s	15.8s	60.3%	77.6 MB	2.1 GB	12.8 MB	9.3 KB
857	f9/6ee29e	7043	closest_germline (9)	CACHED	0	2023-02-11 19:19:00.463	16.3s	14.8s	59.4%	77.2 MB	2.1 GB	12.8 MB	9.4 KB
851	c9/1681b4	24441	closest_germline (3)	CACHED	0	2023-02-11 19:18:44.163	19.4s	17.2s	58.6%	77.3 MB	2.1 GB	12.8 MB	9.4 KB
852	19/1627a4	24494	closest_germline (4)	CACHED	0	2023-02-11 19:18:44.188	19.5s	17.4s	56.6%	77.3 MB	2.1 GB	12.8 MB	9.3 KB
